OID_,Value,Count,EPA_L3_R,LC16_BPS_200,US_L3CODE,L3_KEY,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR
7950,7950,64,104,969,20,20  Colorado Plateaus,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,216,NA,NA,216.000000000000000
7951,7951,40,45,1020,18,18  Wyoming Basin,10612_16_23,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,70,60,NA,32.000000000000000
7952,7952,240,45,1041,18,18  Wyoming Basin,11460_15_16_23_24_25,Southern Rocky Mountain Montane-Subalpine Grassland,20,NA,21,10.000000000000000
7953,7953,3097,104,1005,20,20  Colorado Plateaus,11600_16,Rocky Mountain Subalpine/Upper Montane Riparian Systems,271,NA,80,61.000000000000000
7954,7954,5747,45,1009,18,18  Wyoming Basin,10110_16_23_24,Rocky Mountain Aspen Forest and Woodland,59,50,NA,27.000000000000000
7955,7955,1078,108,899,21,21  Southern Rockies,11270_22,Inter-Mountain Basins Semi-Desert Shrub-Steppe,448,NA,NA,448.000000000000000
7956,7956,1,108,893,21,21  Southern Rockies,10810_22,Inter-Mountain Basins Mixed Salt Desert Scrub,450,NA,NA,450.000000000000000
7957,7957,2,45,1024,18,18  Wyoming Basin,10780_16_23_24_25,Colorado Plateau Blackbrush-Mormon-tea Shrubland,146,162,NA,77.000000000000000
7958,7958,512416,108,1043,21,21  Southern Rockies,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,270,NA,79,61.000000000000000
7959,7959,3014965,108,1033,21,21  Southern Rockies,11070_23_24,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,51,150,NA,38.000000000000000
7960,7960,3650,45,1015,18,18  Wyoming Basin,10540_16_23_24,Southern Rocky Mountain Ponderosa Pine Woodland,280,226,20,17.000000000000000
7961,7961,2165071,108,1009,21,21  Southern Rockies,10110_16_23_24,Rocky Mountain Aspen Forest and Woodland,59,50,NA,27.000000000000000
7962,7962,306,45,1029,18,18  Wyoming Basin,10930_13_15_16_23_24,Southern Colorado Plateau Sand Shrubland,220,NA,NA,220.000000000000000
7963,7963,63843,108,1014,21,21  Southern Rockies,10520_16_23_24,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,180,89,74,33.000000000000000
7964,7964,513192,108,1010,21,21  Southern Rockies,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,435,195,2265,127.000000000000000
7965,7965,619072,108,1013,21,21  Southern Rockies,10510_15_16_17_22_23,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,90,77,14,11.000000000000000
7966,7966,2609,108,1011,21,21  Southern Rockies,10490_19_20_21_23_28,Rocky Mountain Foothill Limber Pine-Juniper Woodland,385,NA,NA,385.000000000000000
7967,7967,1217185,108,1015,21,21  Southern Rockies,10540_16_23_24,Southern Rocky Mountain Ponderosa Pine Woodland,280,226,20,17.000000000000000
7968,7968,440964,108,1019,21,21  Southern Rockies,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,43,13,NA,10.000000000000000
7969,7969,757800,108,1037,21,21  Southern Rockies,11261_16_23_24,Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,49,NA,NA,49.000000000000000
7970,7970,1836,108,1029,21,21  Southern Rockies,10930_13_15_16_23_24,Southern Colorado Plateau Sand Shrubland,220,NA,NA,220.000000000000000
7971,7971,386039,108,2713,21,21  Southern Rockies,10804_6_12_15_16_17_,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,120,NA,NA,120.000000000000000
7972,7972,1288414,108,1028,21,21  Southern Rockies,10860_13_16_17_18_21,Rocky Mountain Lower Montane-Foothill Shrubland,102,28,NA,22.000000000000000
7973,7973,1017,45,1019,18,18  Wyoming Basin,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,43,13,NA,10.000000000000000
7974,7974,11106,108,1012,21,21  Southern Rockies,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,152,NA,640,123.000000000000000
7975,7975,2514,108,1030,21,21  Southern Rockies,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,333,222,127,65.000000000000000
7976,7976,31815,108,1021,21,21  Southern Rockies,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,246,137,228,64.000000000000000
7977,7977,12,45,1012,18,18  Wyoming Basin,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,152,NA,640,123.000000000000000
7978,7978,10431,108,1042,21,21  Southern Rockies,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,208,NA,NA,208.000000000000000
7979,7979,5113,45,1011,18,18  Wyoming Basin,10490_19_20_21_23_28,Rocky Mountain Foothill Limber Pine-Juniper Woodland,385,NA,NA,385.000000000000000
7980,7980,154277,108,1044,21,21  Southern Rockies,11600_23,Rocky Mountain Subalpine/Upper Montane Riparian Systems,274,NA,79,62.000000000000000
7981,7981,2059,108,1164,21,21  Southern Rockies,11020_28,Colorado Plateau Pinyon-Juniper Shrubland,431,192,2125,125.000000000000000
7982,7982,293135,108,1020,21,21  Southern Rockies,10612_16_23,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,70,60,NA,32.000000000000000
7983,7983,4211,108,1017,21,21  Southern Rockies,10560_16_23,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,217,6998,NA,210.000000000000000
7984,7984,77474,108,1016,21,21  Southern Rockies,10550_16_23_24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,214,7242,NA,208.000000000000000
7985,7985,5027,108,1026,21,21  Southern Rockies,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,616,NA,NA,616.000000000000000
7986,7986,802,108,1034,21,21  Southern Rockies,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,333,218,126,64.000000000000000
7987,7987,2691,108,1006,21,21  Southern Rockies,10010,Inter-Mountain Basins Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
7988,7988,71,125,1275,25,25  High Plains,11600_20_29,Rocky Mountain Subalpine/Upper Montane Riparian Systems,304,301,NA,151.000000000000000
7989,7989,1,125,1254,25,25  High Plains,10550_29,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,113,NA,NA,113.000000000000000
7990,7990,154760,183,2047,47,47  Western Corn Belt Plains,14230_43_44,Southeastern Great Plains Tallgrass Prairie,2,80,503,2.000000000000000
7991,7991,3411,546,2035,72,72  Interior River Valleys and Hills,15170_42_49_50,Paleozoic Plateau Bluff and Talus,15,126,102,12.000000000000000
7992,7992,777467,533,1878,67,67  Ridge and Valley,13500_61,Central and Southern Appalachian Spruce-Fir Forest,834,12028,NA,780.000000000000000
7993,7993,135345,531,1883,66,66  Blue Ridge,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,1036,1083,NA,529.000000000000000
7994,7994,3995,531,1889,66,66  Blue Ridge,14790_60_61_63_64_65,Central Interior and Appalachian Swamp Systems,1011,NA,1353,578.000000000000000
7995,7995,189,512,1879,64,64  Northern Piedmont,13520_53_54_57_59_60,Southern Appalachian Montane Pine Forest and Woodland,88,101,5,5.000000000000000
7996,7996,4950,531,1887,66,66  Blue Ridge,14710_47_48_53_54_57,Central Interior and Appalachian Floodplain Systems,613,392,121,80.000000000000000
7997,7997,15013,531,11,66,66  Blue Ridge,NA,Open Water,NA,NA,NA,0.000000000000000
7998,7998,19651,531,1879,66,66  Blue Ridge,13520_53_54_57_59_60,Southern Appalachian Montane Pine Forest and Woodland,88,101,5,5.000000000000000
7999,7999,3042,538,1873,69,69  Central Appalachians,13170_57_61,Allegheny-Cumberland Dry Oak Forest and Woodland,123,59,15,11.000000000000000
8000,8000,42,531,1873,66,66  Blue Ridge,13170_57_61,Allegheny-Cumberland Dry Oak Forest and Woodland,123,59,15,11.000000000000000
8001,8001,11433,531,1851,66,66  Blue Ridge,13690_60_61_63_64_65,Central Appalachian Dry Oak-Pine Forest,182,463,15,14.000000000000000
8002,8002,5163,531,1852,66,66  Blue Ridge,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,1010,1122,NA,531.000000000000000
8003,8003,713,531,1863,66,66  Blue Ridge,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,114,NA,101,54.000000000000000
8004,8004,68532,531,1840,66,66  Blue Ridge,13030_60,Northeastern Interior Dry-Mesic Oak Forest,7,17,15,4.000000000000000
8005,8005,2077,531,1842,66,66  Blue Ridge,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,48,44,4,4.000000000000000
8006,8006,194,531,1856,66,66  Blue Ridge,14000_60_61,Central Appalachian Alkaline Glade and Woodland,5,19,1583,4.000000000000000
8007,8007,108,531,1865,66,66  Blue Ridge,14790_60_61_63_64_65,Central Interior and Appalachian Swamp Systems,1011,NA,1353,578.000000000000000
8008,8008,77,531,1861,66,66  Blue Ridge,14710_47_48_53_54_57,Central Interior and Appalachian Floodplain Systems,613,392,121,80.000000000000000
8009,8009,9781,104,1000,20,20  Colorado Plateaus,11450_16,Rocky Mountain Subalpine-Montane Mesic Meadow,40,160,NA,32.000000000000000
8010,8010,29633,104,994,20,20  Colorado Plateaus,11250_6_12_13_15_16_,Inter-Mountain Basins Big Sagebrush Steppe,117,NA,NA,117.000000000000000
8011,8011,13,104,890,20,20  Colorado Plateaus,10720_22_29,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,331,NA,NA,331.000000000000000
8012,8012,1051,104,981,20,20  Colorado Plateaus,10700_16,Rocky Mountain Alpine Dwarf-Shrubland,227,NA,NA,227.000000000000000
8013,8013,1279672,104,1015,20,20  Colorado Plateaus,10540_16_23_24,Southern Rocky Mountain Ponderosa Pine Woodland,280,226,20,17.000000000000000
8014,8014,2141439,104,1037,20,20  Colorado Plateaus,11261_16_23_24,Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,49,NA,NA,49.000000000000000
8015,8015,24978178,104,1010,20,20  Colorado Plateaus,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,435,195,2265,127.000000000000000
8016,8016,1707917,104,1013,20,20  Colorado Plateaus,10510_15_16_17_22_23,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,90,77,14,11.000000000000000
8017,8017,742947,104,1009,20,20  Colorado Plateaus,10110_16_23_24,Rocky Mountain Aspen Forest and Woodland,59,50,NA,27.000000000000000
8018,8018,672260,104,1028,20,20  Colorado Plateaus,10860_13_16_17_18_21,Rocky Mountain Lower Montane-Foothill Shrubland,102,28,NA,22.000000000000000
8019,8019,2618,104,1011,20,20  Colorado Plateaus,10490_19_20_21_23_28,Rocky Mountain Foothill Limber Pine-Juniper Woodland,385,NA,NA,385.000000000000000
8020,8020,107965,104,1021,20,20  Colorado Plateaus,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,246,137,228,64.000000000000000
8021,8021,47581,104,1020,20,20  Colorado Plateaus,10612_16_23,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,70,60,NA,32.000000000000000
8022,8022,5064738,104,1033,20,20  Colorado Plateaus,11070_23_24,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,51,150,NA,38.000000000000000
8023,8023,130099,104,963,20,20  Colorado Plateaus,10010,Inter-Mountain Basins Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
8024,8024,5669683,104,1043,20,20  Colorado Plateaus,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,270,NA,79,61.000000000000000
8025,8025,159909,104,1019,20,20  Colorado Plateaus,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,43,13,NA,10.000000000000000
8026,8026,112684,104,968,20,20  Colorado Plateaus,10190_6_7_9_12_16_17,Great Basin Pinyon-Juniper Woodland,865,898,NA,440.000000000000000
8027,8027,2316514,104,1006,20,20  Colorado Plateaus,10010,Inter-Mountain Basins Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
8028,8028,246661,104,1038,20,20  Colorado Plateaus,11262_16_23,Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,219,NA,NA,219.000000000000000
8029,8029,2082584,104,1042,20,20  Colorado Plateaus,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,208,NA,NA,208.000000000000000
8030,8030,39778,104,1016,20,20  Colorado Plateaus,10550_16_23_24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,214,7242,NA,208.000000000000000
8031,8031,150507,104,1014,20,20  Colorado Plateaus,10520_16_23_24,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,180,89,74,33.000000000000000
8032,8032,127446,104,998,20,20  Colorado Plateaus,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,25,NA,NA,25.000000000000000
8033,8033,410,108,1036,21,21  Southern Rockies,11250_6_12_13_15_16_,Inter-Mountain Basins Big Sagebrush Steppe,117,NA,NA,117.000000000000000
8034,8034,9266,108,1041,21,21  Southern Rockies,11460_15_16_23_24_25,Southern Rocky Mountain Montane-Subalpine Grassland,20,NA,21,10.000000000000000
8035,8035,3142,108,1008,21,21  Southern Rockies,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
8036,8036,16386,108,1038,21,21  Southern Rockies,11262_16_23,Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,219,NA,NA,219.000000000000000
8037,8037,6,108,901,21,21  Southern Rockies,11390_22,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,66,NA,NA,66.000000000000000
8038,8038,3692,108,1022,21,21  Southern Rockies,10640_15_16_17_23_24,Colorado Plateau Mixed Low Sagebrush Shrubland,239,119,NA,79.000000000000000
8039,8039,98518,108,1035,21,21  Southern Rockies,11170_16_23_24,Southern Rocky Mountain Ponderosa Pine Savanna,158,80,9,8.000000000000000
8040,8040,681152,108,12,21,21  Southern Rockies,NA,Perennial Ice/Snow,NA,NA,NA,0.000000000000000
8041,8041,57,108,1023,21,21  Southern Rockies,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,NA,NA,NA,0.000000000000000
8042,8042,74,45,1162,18,18  Wyoming Basin,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,616,NA,NA,616.000000000000000
8043,8043,565,108,1024,21,21  Southern Rockies,10780_16_23_24_25,Colorado Plateau Blackbrush-Mormon-tea Shrubland,146,162,NA,77.000000000000000
8044,8044,1907,531,1854,66,66  Blue Ridge,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
8045,8045,379,531,1846,66,66  Blue Ridge,13520_53_54_57_59_60,Southern Appalachian Montane Pine Forest and Woodland,88,101,5,5.000000000000000
8046,8046,6,531,1850,66,66  Blue Ridge,13680_46_48_54_57_59,Southern Piedmont Dry Oak(-Pine) Forest,325,235,5,5.000000000000000
8047,8047,1,531,1866,66,66  Blue Ridge,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
8048,8048,75,531,1848,66,66  Blue Ridge,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,77,31,12,8.000000000000000
8049,8049,202474,342,568,6,6  Central California Foothills and Coastal Mountains,11280_2_3_4,Northern California Coastal Scrub,110,NA,NA,110.000000000000000
8050,8050,743,11,31,1,1  Coast Range,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
8051,8051,508,11,566,1,1  Coast Range,11130_3,California Coastal Live Oak Woodland and Savanna,174,31,27,13.000000000000000
8052,8052,369,11,573,1,1  Coast Range,11520_2_3_7,California Montane Riparian Systems,64,79,NA,35.000000000000000
8053,8053,2674,11,562,1,1  Coast Range,10970_3_6_7,California Mesic Chaparral,54,NA,NA,54.000000000000000
8054,8054,73,11,11,1,1  Coast Range,NA,Open Water,NA,NA,NA,0.000000000000000
8055,8055,1734,11,568,1,1  Coast Range,11280_2_3_4,Northern California Coastal Scrub,110,NA,NA,110.000000000000000
8056,8056,55,11,563,1,1  Coast Range,10980_3,California Montane Woodland and Chaparral,94,54,NA,34.000000000000000
8057,8057,47,11,574,1,1  Coast Range,11630_3_4_5,Pacific Coastal Marsh Systems,15,35,NA,11.000000000000000
8058,8058,148,11,548,1,1  Coast Range,10150_2_3_4,California Coastal Redwood Forest,408,NA,32,30.000000000000000
8059,8059,19,11,570,1,1  Coast Range,11310_2_3_4,California Northern Coastal Grassland,2,NA,NA,2.000000000000000
8060,8060,1,10,562,1,1  Coast Range,10970_3_6_7,California Mesic Chaparral,54,NA,NA,54.000000000000000
8061,8061,6750,104,988,20,20  Colorado Plateaus,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,333,222,127,65.000000000000000
8062,8062,53617,104,983,20,20  Colorado Plateaus,10790_6_9_10_12_16_1,Great Basin Xeric Mixed Sagebrush Shrubland,94,831,NA,84.000000000000000
8063,8063,2908,104,992,20,20  Colorado Plateaus,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,333,218,126,64.000000000000000
8064,8064,21300298,104,1026,20,20  Colorado Plateaus,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,616,NA,NA,616.000000000000000
8065,8065,15139542,104,2713,20,20  Colorado Plateaus,10804_6_12_15_16_17_,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,120,NA,NA,120.000000000000000
8066,8066,3272522,104,1040,20,20  Colorado Plateaus,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,25,NA,NA,25.000000000000000
8067,8067,378905,104,1030,20,20  Colorado Plateaus,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,333,222,127,65.000000000000000
8068,8068,1884844,104,1022,20,20  Colorado Plateaus,10640_15_16_17_23_24,Colorado Plateau Mixed Low Sagebrush Shrubland,239,119,NA,79.000000000000000
8069,8069,4931703,104,1023,20,20  Colorado Plateaus,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,NA,NA,NA,0.000000000000000
8070,8070,6243,104,1008,20,20  Colorado Plateaus,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
8071,8071,1175,45,2712,18,18  Wyoming Basin,10803_6_12_15_16_17_,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,151,NA,NA,151.000000000000000
8072,8072,245412,104,1034,20,20  Colorado Plateaus,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,333,218,126,64.000000000000000
8073,8073,310151,104,1032,20,20  Colorado Plateaus,11040_23_24,Mogollon Chaparral,47,370,NA,42.000000000000000
8074,8074,59018,104,982,20,20  Colorado Plateaus,10780_16_23_24_25,Colorado Plateau Blackbrush-Mormon-tea Shrubland,146,162,NA,77.000000000000000
8075,8075,639452,104,1036,20,20  Colorado Plateaus,11250_6_12_13_15_16_,Inter-Mountain Basins Big Sagebrush Steppe,117,NA,NA,117.000000000000000
8076,8076,332,45,1021,18,18  Wyoming Basin,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,246,137,228,64.000000000000000
8077,8077,5536940,104,1024,20,20  Colorado Plateaus,10780_16_23_24_25,Colorado Plateau Blackbrush-Mormon-tea Shrubland,146,162,NA,77.000000000000000
8078,8078,2121278,104,2712,20,20  Colorado Plateaus,10803_6_12_15_16_17_,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,151,NA,NA,151.000000000000000
8079,8079,765640,104,1039,20,20  Colorado Plateaus,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,105,NA,NA,105.000000000000000
8080,8080,13308,104,1041,20,20  Colorado Plateaus,11460_15_16_23_24_25,Southern Rocky Mountain Montane-Subalpine Grassland,20,NA,21,10.000000000000000
8081,8081,17452,104,1044,20,20  Colorado Plateaus,11600_23,Rocky Mountain Subalpine/Upper Montane Riparian Systems,274,NA,79,62.000000000000000
8082,8082,52,45,1044,18,18  Wyoming Basin,11600_23,Rocky Mountain Subalpine/Upper Montane Riparian Systems,274,NA,79,62.000000000000000
8083,8083,76164,104,1035,20,20  Colorado Plateaus,11170_16_23_24,Southern Rocky Mountain Ponderosa Pine Savanna,158,80,9,8.000000000000000
8084,8084,9,45,1144,18,18  Wyoming Basin,10010,Inter-Mountain Basins Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
8085,8085,61,45,1173,18,18  Wyoming Basin,11430_9_19_21_28,Rocky Mountain Alpine Fell-Field,525,NA,NA,525.000000000000000
