l3code,bps_mode,mfri_all,count
21,11590_28,61,4316218
21,11590_29,54,189628
21,11600_15_28,62,2094670
21,11600_20_29,151,86261
21,11600_23,62,175147
21,11620_22,103,424
21,11620_27_33,27,40537
21,11620_29_30,51,61901
21,11660_22,32,1324
21,11660_29,18,93766
21,11791_29_30,18,1592
21,11792_29_30,15,70991
21,13850_29_30,19,940
21,14950_27_33,15,27
21,15030_25_27,15,278
21,15040_25_27,10,583
22,10110_15,116,2
22,10110_16_23_24,27,97
22,10110_28,116,32356
22,10160_13_14,158,879
22,10160_15_28,126,3005061
22,10160_16_23_24_25,127,5367442
22,10190_13_14,157,11177
22,10190_15,156,543906
22,10230_14_15_24_25,23,389046
22,10240_14_15_24,23,4797
22,10240_25_27,7,2166
22,10250_14_15_24_25_26,46,49090
22,10500_16_23_28,123,1082
22,10510_15_16_17_22_23,11,23520
22,10510_28,19,63577
22,10520_15,33,1094
22,10520_16_23_24,33,872
22,10520_28,54,8608
22,10540_13_14,15,20
22,10540_15_25,9,471998
22,10540_16_23_24,17,410504
22,10540_28,20,58140
22,10541_27,11,72
22,10550_15_28,137,341
22,10570_28,144,272
22,10590_24_28,128,90481
22,10590_25,58,438806
22,10590_27_33,137,807
22,10610_15_25,12,1278
22,10610_22_27_28,29,32855
22,10611_16_23_24,10,1631
22,10640_15_16_17_23_24,79,5638536
22,10660_16_23_24,0,127875
22,10720_28,125,929
22,10740_25_26,0,5407
22,10750_25,376,51051
22,10760_25,22,2
22,10770_15,347,531505
22,10770_25_26,160,165937
22,10780_15,282,1146650
22,10780_16_23_24_25,77,255002
22,10800_13_14,111,14
22,10801_21_22_28,72,2109917
22,10803_6_12_15_16_17_,151,2128038
22,10804_6_12_15_16_17_,120,12372954
22,10810_15_16_23_24_28,616,28720916
22,10810_27_33,237,323
22,10820_12_15_16_17_23,815,2707593
22,10820_4_13,399,344145
22,10860_13_16_17_18_21,22,55
22,10860_27_31_33,46,293
22,10860_28,54,25430
22,10870_4_6_12_13_14_1,329,4990155
22,10910_15,355,73198
22,10930_13_15_16_23_24,220,7451850
22,10940_27_33,23,811
22,10950_15,9,7
22,10950_27,13,2
22,11000_15,332,7999
22,11002_25,841,1324892
22,11003_25,0,975342
22,11020_13_15_16_23_24,65,50180
22,11020_28,125,2
22,11030_6_7_12_13_16_1,50,1317
22,11040_13_14_25,77,43084
22,11040_15,77,1506548
22,11040_23_24,42,92772
22,11070_15,39,186366
22,11070_23_24,38,346993
22,11070_25_28,39,49041
22,11070_27_33,50,3
22,11080_4_5_13_14_15_2,81,727925
22,11090_15_25,1049,9301
22,11090_4_13,1284,2
22,11150_13,187,2
22,11150_15_16_23_24,64,1212767
22,11150_28,112,3080
22,11160_15_25,46,16159
22,11160_24,46,9660
22,11170_13_15_28,11,27726
22,11170_16_23_24,8,3993921
22,11190_24_25,26,1353496
22,11190_27,27,581
22,11190_28,26,22108
22,11210_15,8,282656
22,11210_24,8,2165531
22,11210_25,82,686988
22,11210_27,13,4261
22,11220_25,65,348155
22,11250_6_12_13_15_16_,117,10828
22,11260_6_12_17_18_28,49,2797099
22,11261_16_23_24,49,52350
22,11270_15,118,4841086
22,11270_16_23_24_25,105,5178218
22,11270_28,120,1056567
22,11330_25,896,1910539
22,11350_15_28,25,2503090
22,11350_16_23_24,25,20014307
22,11350_25,25,43144
22,11450_22_24_28,32,2347
22,11460_15_16_23_24_25,10,177973
22,11470_27_33,24,241
22,11470_28,10,14399
22,11490_25,19,4385
22,11490_27_38,22,7635
22,11490_28,10,74
22,11530_16_23_24_25_27,208,6811954
22,11530_28,204,3939787
22,11540_13,68,3192
22,11550_13_14,23,553
22,11550_15,75,200560
22,11550_25,225,483979
22,11552_13_14_15,735,42534
22,11590_15,7,226424
22,11590_16_23_24_26,61,2619257
22,11590_25,62,265317
22,11590_28,61,1749245
22,11600_15_28,62,704
22,11620_27_33,27,199
22,15030_25_27,15,465030
22,15040_25_27,10,106153
23,10110_15,116,5268
23,10110_16_23_24,27,10744
23,10110_27,116,22776
23,10120_16_27,51,19874
23,10160_13_14,158,459
23,10160_15_28,126,1309905
23,10160_16_23_24_25,127,3157942
23,10190_13_14,157,168184
23,10190_15,156,191832
23,10230_14_15_24_25,23,7742659
23,10240_14_15_24,23,4356969
23,10240_25_27,7,387463
23,10240_26,5,84900
23,10250_14_15_24_25_26,46,8506194
23,10260_15,10,88158
23,10510_15_16_17_22_23,11,2773273
23,10510_27,19,75813
23,10520_15,33,967521
23,10520_16_23_24,33,290897
23,10520_25,33,38280
23,10520_27,37,33649
23,10540_13_14,15,31824
23,10540_15_25,9,16423001
23,10540_16_23_24,17,4951290
23,10540_26,9,25057
23,10541_27,11,629566
23,10550_15_28,137,972423
23,10550_16_23_24,208,4433
23,10550_27,139,3456
23,10560_15_28,137,20037
23,10590_25,58,1605676
23,10590_26,11,140667
23,10590_27_33,137,936448
23,10610_15_25,12,921846
23,10610_22_27_28,29,13
23,10611_16_23_24,10,144815
23,10640_15_16_17_23_24,79,593260
23,10660_16_23_24,0,32
23,10740_25_26,0,69764
23,10750_25,376,248058
23,10750_26,610,7
23,10760_25,22,62
23,10760_26,0,1227
23,10770_15,347,578659
23,10770_25_26,160,402830
23,10780_15,282,45518
23,10780_16_23_24_25,77,885
23,10800_13_14,111,2493
23,10803_6_12_15_16_17_,151,111129
23,10804_6_12_15_16_17_,120,1924802
23,10810_15_16_23_24_28,616,837401
23,10810_27_33,237,8288
23,10820_12_15_16_17_23,815,693719
23,10820_14,406,494571
23,10860_13_16_17_18_21,22,2
23,10860_25,53,29
23,10860_26,14,149622
23,10860_27_31_33,46,9262
23,10870_4_6_12_13_14_1,329,309507
23,10900_14,513,984300
23,10910_13_14,104,50288
23,10910_15,355,5520147
23,10910_25,374,2551
23,10930_13_15_16_23_24,220,37785
23,10940_26,22,2241
23,10940_27_33,23,44822
23,10950_14,8,54089
23,10950_15,9,3989
23,10950_25,8,1237
23,10950_26_35,13,680
23,10950_27,13,13
23,11000_15,332,239433
23,11000_26,0,130263
23,11002_25,841,7517
23,11003_25,0,337620
23,11010_25,17,198
23,11010_26,16,74101
23,11020_13_15_16_23_24,65,18324
23,11040_13_14_25,77,433569
23,11040_15,77,13955397
23,11040_23_24,42,209717
23,11070_15,39,500806
23,11070_23_24,38,75729
23,11070_25_28,39,5928
23,11070_27_33,50,80260
23,11080_4_5_13_14_15_2,81,274725
23,11090_14,1056,11518
23,11090_15_25,1049,670718
23,11110_26,7,3
23,11110_27_33,11,2
23,11150_14,189,356
23,11150_15_16_23_24,64,610750
23,11160_15_25,46,729747
23,11160_24,46,109457
23,11160_26,10,27099
23,11170_13_15_28,11,3529272
23,11170_16_23_24,8,5327479
23,11190_24_25,26,1939746
23,11190_26,11,105075
23,11190_27,27,185673
23,11210_14,8,49988
23,11210_15,8,3251399
23,11210_24,8,928751
23,11210_25,82,1415160
23,11210_26,11,1540172
23,11210_27,13,36948
23,11220_25,65,40573
23,11220_27,0,79
23,11250_6_12_13_15_16_,117,556742
23,11261_16_23_24,49,280396
23,11270_15,118,3041648
23,11270_16_23_24_25,105,1701667
23,11330_25,896,1193
23,11350_15_28,25,681376
23,11350_16_23_24,25,1721444
23,11350_25,25,4
23,11450_22_24_28,32,195
23,11460_15_16_23_24_25,10,850957
23,11460_26,0,20781
23,11460_27,23,348
23,11470_27_33,24,121866
23,11490_26,5,13425
23,11490_27_38,22,493196
23,11530_16_23_24_25_27,208,185000
23,11550_13_14,23,1216
23,11550_15,75,119640
23,11550_25,225,42072
23,11550_26_35,0,791
23,11552_13_14_15,735,641947
23,11590_15,7,2448103
23,11590_16_23_24_26,61,1646585
23,11590_25,62,681763
23,11590_27_33,62,76444
23,11600_15_28,62,180535
23,11620_27_33,27,39719
23,15030_25_27,15,5521
23,15030_26,15,44893
23,15040_25_27,10,392
23,15041_26_34,10,4703
23,15042_26_34,12,7279
24,10160_15_28,126,4800
24,10160_16_23_24_25,127,28832
24,10190_15,156,43
24,10230_14_15_24_25,23,321792
24,10240_14_15_24,23,50
24,10240_25_27,7,16662
24,10240_26,5,1285533
24,10250_14_15_24_25_26,46,1057399
24,10510_15_16_17_22_23,11,6507
24,10540_15_25,9,42501
24,10540_16_23_24,17,4
24,10540_26,9,1921
24,10590_25,58,34353
24,10590_26,11,1969
24,10590_27_33,137,1
24,10610_15_25,12,1
24,10640_15_16_17_23_24,79,71221
24,10740_25_26,0,9957115
24,10750_25,376,145356
24,10750_26,610,2773121
24,10760_25,22,39604
24,10760_26,0,1425747
24,10770_15,347,1225
24,10770_25_26,160,10695169
24,10803_6_12_15_16_17_,151,1663730
24,10804_6_12_15_16_17_,120,5826586
24,10810_15_16_23_24_28,616,60177
24,10810_27_33,237,6765
24,10820_12_15_16_17_23,815,401370
24,10860_25,53,2
24,10860_26,14,22808
24,10870_4_6_12_13_14_1,329,536416
24,10910_15,355,154513
24,10910_25,374,8983
24,10930_13_15_16_23_24,220,46
24,10940_25,16,558
24,10940_26,22,2003472
24,10940_27_33,23,109704
24,10950_15,9,138688
24,10950_25,8,116601
24,10950_26_35,13,884050
24,10950_27,13,138334
24,11000_15,332,8
24,11000_26,0,7674267
24,11002_25,841,5354885
24,11003_25,0,11324931
24,11010_25,17,3
24,11010_26,16,152657
24,11020_13_15_16_23_24,65,14643
24,11040_13_14_25,77,128262
24,11040_15,77,36617
24,11040_23_24,42,104
24,11070_25_28,39,512
24,11070_27_33,50,94
24,11080_4_5_13_14_15_2,81,588
24,11090_15_25,1049,38838
24,11110_26,7,134002
24,11110_27_33,11,5183
24,11150_15_16_23_24,64,614
24,11160_15_25,46,149409
24,11160_24,46,72187
24,11160_26,10,147286
24,11170_13_15_28,11,99
24,11190_24_25,26,65330
24,11190_26,11,28389
24,11190_27,27,4390
24,11210_15,8,1163671
24,11210_24,8,63359
24,11210_25,82,9267879
24,11210_26,11,45653043
24,11210_27,13,939021
24,11220_25,65,3057457
24,11220_26,0,1809971
24,11220_27,0,32068
24,11270_15,118,75
24,11270_16_23_24_25,105,4662
24,11320_32_34_35,5,1102
24,11330_25,896,9990276
24,11350_15_28,25,27335
24,11350_16_23_24,25,8043
24,11350_25,25,138552
24,11460_15_16_23_24_25,10,35
24,11460_26,0,1628
24,11490_26,5,58688
24,11490_27_38,22,374592
24,11530_16_23_24_25_27,208,415707
24,11550_15,75,19861
24,11550_25,225,1612075
24,11550_26_35,0,976151
24,11552_13_14_15,735,8450
24,11590_15,7,7130
24,11590_16_23_24_26,61,609723
24,11590_25,62,115661
24,11620_27_33,27,110542
24,13830_32_35_36,6,1829
24,13900_35_36,15,1311
24,13920_35,0,11872
24,13930_26_34,26,2801429
24,13930_32_35,27,28817
24,14220_32_35_36_37,2,58
24,14951_26_34,7,4969
24,15030_25_27,15,630579
24,15030_26,15,23718181
24,15040_25_27,10,565278
24,15040_32_35,10,1
24,15041_26_34,10,4347399
24,15042_26_34,12,3911743
25,10110_20_29,100,2
25,10110_27,116,88
25,10110_28,116,330
25,10130_31_38_39_40,17,56018
25,10160_15_28,126,775
25,10240_26,5,138
25,10480_29,29,1
25,10490_19_20_21_23_28,385,337
25,10510_27,19,9
25,10510_28,19,328
25,10540_28,20,7722
25,10540_29,18,70701
25,10540_33,24,164439
25,10541_27,11,3945
25,10542_27,24,3748
25,10550_29,113,1
25,10590_27_33,137,23603
25,10610_20_29,54,2
25,10610_22_27_28,29,1747
25,10620_10_19_21_29_31,69,3525
25,10640_15_16_17_23_24,79,73
25,10660_29,440,1
25,10740_25_26,0,111779
25,10750_26,610,53
25,10760_26,0,281111
25,10770_25_26,160,11093
25,10801_21_22_28,72,13895
25,10810_15_16_23_24_28,616,8
25,10810_27_33,237,436464
25,10850_29_30,15,192836
25,10860_27_31_33,46,1214030
25,10860_28,54,4276
25,10860_29,106,14
25,10930_13_15_16_23_24,220,296
25,10940_26,22,5358485
25,10940_27_33,23,31285454
25,10940_31_38,23,1307215
25,10940_34,42,4174035
25,10950_26_35,13,17410
25,10950_27,13,3549
25,11000_26,0,8981
25,11010_26,16,1
25,11070_25_28,39,186
25,11070_27_33,50,159790
25,11110_26,7,413591
25,11110_27_33,11,15075
25,11110_34,8,222248
25,11150_28,112,648
25,11170_13_15_28,11,1493
25,11170_29,15,151
25,11170_33,19,2086
25,11172_27,19,9
25,11190_27,27,14011
25,11190_28,26,1
25,11190_34,39,227774
25,11210_26,11,2310940
25,11210_27,13,51240
25,11220_26,0,248387
25,11220_27,0,3
25,11250_20_29_30_31_33,92,82077
25,11250_6_12_13_15_16_,117,1
25,11260_20_29_33,50,2725840
25,11260_6_12_17_18_28,49,1499
25,11270_28,120,1161
25,11320_31_38,8,1614383
25,11320_32_34_35,5,309057
25,11320_33,15,56811435
25,11390_29,35,8
25,11410_29_30,13,8207440
25,11410_31,8,2390448
25,11450_29,84,1
25,11460_15_16_23_24_25,10,47
25,11460_27,23,6
25,11470_27_33,24,639203
25,11470_28,10,7940
25,11480_20_29_30,22,1491593
25,11480_31_38,4,3878336
25,11480_34_35,13,13007376
25,11490_26,5,11464620
25,11490_27_38,22,14349969
25,11490_29,21,287790
25,11490_31_33,21,58499215
25,11490_34_35,14,80968924
25,11500_31_39_40,5,13663
25,11500_38,5,5710
25,11530_16_23_24_25_27,208,342
25,11530_20_22_29_30,207,803
25,11530_28,204,431
25,11550_26_35,0,81116
25,11590_16_23_24_26,61,232
25,11590_27_33,62,39988
25,11590_28,61,2480
25,11590_29,54,362923
25,11600_20_29,151,71
25,11620_27_33,27,1373266
25,11620_29_30,51,186797
25,11620_31_39_40,51,1845014
25,11620_34,76,743794
25,11620_38,51,5535
25,11660_29,18,23
25,11790_31,14,1786573
25,11791_29_30,18,638
25,11792_29_30,15,278696
25,13850_29_30,19,13
25,13850_31_39_40_42,32,94716
25,13930_26_34,26,134890
25,14210_31_38_42_43_44,4,23175
25,14950_27_33,15,15569
25,14950_31_39_40,20,137188
25,14950_38,20,2759
25,14951_26_34,7,1457294
25,14952_34,15,87858
25,15030_25_27,15,4068
25,15030_26,15,4624076
25,15040_25_27,10,414
25,15040_32_35,10,48
25,15041_26_34,10,66201
25,15042_26_34,12,76679
26,10110_27,116,861
26,10110_28,116,33
26,10120_16_27,51,200
26,10160_15_28,126,53613
26,10160_16_23_24_25,127,5271
26,10230_14_15_24_25,23,41677
26,10240_25_27,7,733
26,10240_26,5,9363
26,10250_14_15_24_25_26,46,43495
26,10510_15_16_17_22_23,11,16989
26,10510_27,19,16580
26,10510_28,19,4869
26,10520_27,37,472
26,10520_28,54,16
26,10540_15_25,9,25252
26,10540_28,20,9556
26,10540_33,24,2420
26,10541_27,11,426981
26,10542_27,24,488399
26,10590_24_28,128,2006
26,10590_25,58,165444
26,10590_26,11,21747
26,10590_27_33,137,6856941
26,10610_22_27_28,29,849
26,10640_15_16_17_23_24,79,322155
26,10740_25_26,0,2990
26,10750_25,376,10744
26,10750_26,610,65
26,10760_26,0,103
26,10770_25_26,160,349429
26,10801_21_22_28,72,7832
26,10804_6_12_15_16_17_,120,349260
26,10810_15_16_23_24_28,616,14449
26,10810_27_33,237,2462700
26,10860_27_31_33,46,673447
26,10860_28,54,388
26,10930_13_15_16_23_24,220,4
26,10940_26,22,127316
26,10940_27_33,23,4730132
26,10940_31_38,23,266967
26,10940_32_35,52,105305
26,10940_34,42,3963323
26,10950_26_35,13,5413
26,10950_27,13,199913
26,11000_26,0,28003
26,11002_25,841,18226
26,11003_25,0,984666
26,11010_26,16,4353
26,11040_13_14_25,77,6942
26,11070_25_28,39,2417
26,11070_27_33,50,1045909
26,11110_26,7,14434
26,11110_27_33,11,365294
26,11110_32_35,7,89212
26,11110_34,8,2541474
26,11160_15_25,46,240795
26,11160_26,10,9218
26,11170_13_15_28,11,210
26,11171_27,12,613
26,11172_27,19,22927
26,11190_24_25,26,752759
26,11190_26,11,172357
26,11190_27,27,6538612
26,11190_28,26,4007
26,11190_34,39,5416271
26,11210_25,82,652141
26,11210_26,11,5432978
26,11210_27,13,2262819
26,11220_25,65,121812
26,11220_26,0,657
26,11220_27,0,36316
26,11250_20_29_30_31_33,92,2
26,11260_6_12_17_18_28,49,548
26,11270_16_23_24_25,105,2921
26,11270_28,120,27932
26,11320_31_38,8,6615607
26,11320_32_34_35,5,29176194
26,11320_33,15,1216805
26,11330_25,896,35466
26,11350_15_28,25,703
26,11350_25,25,379
26,11460_15_16_23_24_25,10,762
26,11460_27,23,2662
26,11470_27_33,24,12374535
26,11470_28,10,4673
26,11480_31_38,4,3220575
26,11480_32,12,125133
26,11480_34_35,13,9355883
26,11490_26,5,398356
26,11490_27_38,22,79335963
26,11490_28,10,195
26,11490_31_33,21,1499059
26,11490_34_35,14,17146073
26,11500_38,5,309
26,11530_16_23_24_25_27,208,77722
26,11530_28,204,441
26,11550_25,225,40716
26,11550_26_35,0,60977
26,11590_16_23_24_26,61,127418
26,11590_25,62,75670
26,11590_27_33,62,538700
26,11590_28,61,11817
26,11620_27_33,27,2926361
26,11620_32_35,13,349269
26,11620_34,76,2603107
26,11620_38,51,578512
26,13080_32_35,5,1481
26,13080_38_43_44,5,4
26,13140_38_39_40_41_42,467,18
26,13830_32_35_36,6,32742
26,13900_35_36,15,1
26,13920_35,0,5
26,13930_26_34,26,33605
26,13930_32_35,27,32979
26,14220_32_35_36_37,2,65
26,14230_38,2,415189
26,14690_38_42_49,48,159
26,14880_38_42_43,3,2
26,14950_27_33,15,2258
26,14950_35,7,3242
26,14950_38,20,7173
26,14951_26_34,7,37576
26,14952_34,15,399
26,15030_25_27,15,606403
26,15030_26,15,532924
26,15040_25_27,10,214762
26,15040_32_35,10,253766
26,15041_26_34,10,403441
26,15042_26_34,12,452633
26,15230_32_35,20,17313
26,15250_35,25,47
27,10130_31_38_39_40,17,437660
27,10540_33,24,1593
27,10590_27_33,137,6878
27,10810_27_33,237,6355
27,10940_27_33,23,297039
27,10940_31_38,23,305652
27,10940_32_35,52,1177634
27,10940_34,42,2421105
27,11110_32_35,7,808683
27,11110_34,8,823925
27,11190_34,39,607970
27,11320_31_38,8,87264385
27,11320_32_34_35,5,56636458
27,11320_33,15,19873250
27,11410_31,8,12837
27,11480_31_38,4,16360557
27,11480_32,12,7266189
27,11480_34_35,13,5887559
27,11490_27_38,22,28285
27,11490_31_33,21,188018
27,11490_34_35,14,369400
27,11500_31_39_40,5,1654731
27,11500_38,5,7815507
27,11620_27_33,27,260614
27,11620_31_39_40,51,4498894
27,11620_32_35,13,10426312
27,11620_34,76,1772652
27,11620_38,51,5341240
27,11790_31,14,11943
27,13080_32_35,5,7314517
27,13080_38_43_44,5,169194
27,13100_38_42_43,24,109730
27,13140_38_39_40_41_42,467,181
27,13830_32_35_36,6,2532828
27,13850_31_39_40_42,32,292373
27,13900_35_36,15,15
27,13920_35,0,295
27,13930_32_35,27,371692
27,14210_31_38_42_43_44,4,17026824
27,14220_32_35_36_37,2,1772
27,14230_32_35,2,21145812
27,14230_38,2,17773859
27,14690_31_39_40_43,48,549368
27,14690_38_42_49,48,982848
27,14710_32_35,26,6
27,14880_38_42_43,3,417032
27,14950_27_33,15,1641
27,14950_31_39_40,20,77511
27,14950_35,7,51030
27,14950_38,20,329318
27,14951_26_34,7,14328
27,14952_34,15,2350
27,15040_32_35,10,772053
27,15041_26_34,10,81
27,15042_26_34,12,978
27,15230_32_35,20,102509
27,15240_35,61,98
27,15250_35,25,85
28,10940_31_38,23,1987
28,11320_31_38,8,2029344
28,11320_32_34_35,5,74431
28,11480_31_38,4,50372
28,11480_32,12,17
28,11620_32_35,13,93869
28,11620_38,51,5109
28,13040_32_43_44_49,11,2464271
28,13080_32_35,5,150490
28,13080_38_43_44,5,404207
28,13100_38_42_43,24,402103
28,13140_38_39_40_41_42,467,274026
28,13340_32_43_44,19,134276
28,13830_32_35_36,6,42
28,14120_39_40_41_42_43,3,62665
28,14210_31_38_42_43_44,4,2254554
28,14230_32_35,2,1562262
28,14230_38,2,11967642
28,14230_43_44,2,6073849
28,14690_38_42_49,48,789021
28,14710_42_43,0,1660518
28,14880_38_42_43,3,15917
28,14950_38,20,646
28,15180_43_47_49_52_62,993,1249
29,10940_32_35,52,723
29,11110_32_35,7,178602
29,11320_32_34_35,5,6172446
29,11480_32,12,412375
29,11480_34_35,13,9306
29,11620_32_35,13,7318450
29,13040_32_43_44_49,11,369236
29,13080_32_35,5,40254228
29,13080_38_43_44,5,483052
29,13110_42_43,9,17
29,13140_38_39_40_41_42,467,22665
29,13230_32_36_37_44_45,17,82
29,13340_32_43_44,19,101298
29,13640_32_44_49,5,14
29,13670_32_44,5,261321
29,13710_32_36_37_45_98,4,377
29,13830_32_35_36,6,12286013
29,13900_35_36,15,189
29,13920_35,0,4980
29,13930_32_35,27,1319380
29,14220_32_35_36_37,2,1517358
29,14230_32_35,2,20241152
29,14230_43_44,2,467600
29,14710_32_35,26,187489
29,14710_42_43,0,165573
29,14712_44,59,38
29,14720_32_35,26,108737
29,14730_32_37_44,37,237
29,14740_32_37_44_45_98,33,47
29,14880_38_42_43,3,989
29,14950_35,7,567
29,15040_32_35,10,148874
29,15180_43_47_49_52_62,993,48
29,15190_32_35_36_37,4,77613
29,15230_32_35,20,2983876
29,15240_35,61,31943
29,15250_35,25,395542
30,10240_26,5,205477
30,10740_25_26,0,302357
30,10750_26,610,5
30,10760_26,0,130
30,10770_25_26,160,1504460
30,10940_26,22,45166
30,10940_32_35,52,9607
30,10950_26_35,13,234667
30,11000_26,0,176203
30,11110_32_35,7,32269
30,11210_26,11,930036
30,11220_26,0,3689
30,11320_32_34_35,5,13117068
30,11480_34_35,13,14467
30,11490_26,5,1452815
30,11490_34_35,14,2104179
30,11550_26_35,0,770255
30,11620_32_35,13,1662513
30,13080_32_35,5,318988
30,13580_35_36,6,1
30,13830_32_35_36,6,27740160
30,13900_35_36,15,26440
30,13920_35,0,51594
30,13930_26_34,26,2882828
30,13930_32_35,27,13598632
30,14100_35,5,2785681
30,14220_32_35_36_37,2,393003
30,14230_32_35,2,105401
30,14710_32_35,26,90
30,14720_32_35,26,494
30,14950_35,7,10382
30,14951_26_34,7,86
30,15030_26,15,1885688
30,15040_32_35,10,969334
30,15041_26_34,10,183324
30,15042_26_34,12,291679
30,15190_32_35_36_37,4,34263
30,15230_32_35,20,7374361
30,15240_35,61,405019
30,15250_35,25,1265225
31,10240_26,5,1838
31,10740_25_26,0,12900
31,10750_26,610,88
31,10770_25_26,160,533
31,10940_26,22,347
31,10950_26_35,13,2002
31,11000_26,0,2242
31,11110_32_35,7,8502
31,11210_26,11,121801
31,11220_26,0,57
31,11320_32_34_35,5,1530150
31,11480_34_35,13,11
31,11490_26,5,511
31,11550_26_35,0,162448
31,11620_32_35,13,419721
31,13080_32_35,5,40
31,13380_36,81,242043
31,13580_35_36,6,12366
31,13710_32_36_37_45_98,4,147
31,13830_32_35_36,6,1388015
31,13900_35_36,15,23067621
31,13920_35,0,2653254
31,13920_36,0,4567316
31,13930_26_34,26,5165
31,13930_32_35,27,1107513
31,14220_32_35_36_37,2,299743
31,14340_36,3,62906
31,14370_36,3,5
31,14380_36,5,16118416
31,14400_36,3,3128
31,14420_36,4,130350
31,14670_36,24,938
31,14710_32_35,26,139
31,14720_32_35,26,17
31,14730_36,38,7
31,14740_36,9,1
31,14760_36,31,6223726
31,14860_36,4,1
31,14950_35,7,6011
31,14950_36,3,3
31,14951_26_34,7,30
31,15030_26,15,872
31,15040_32_35,10,609551
31,15041_26_34,10,15648
31,15042_26_34,12,14536
31,15190_32_35_36_37,4,130550
31,15230_32_35,20,19345
31,15240_35,61,2
31,15250_35,25,30
32,11110_32_35,7,4985
32,11320_32_34_35,5,495457
32,11480_34_35,13,87
32,11620_32_35,13,7
32,13040_32_43_44_49,11,8
32,13080_32_35,5,853290
32,13230_32_36_37_44_45,17,52011
32,13380_36,81,9
32,13480_37_45_98,4,1866
32,13580_35_36,6,99245
32,13670_32_44,5,775
32,13710_32_36_37_45_98,4,119054
32,13830_32_35_36,6,520679
32,13900_35_36,15,913356
32,13920_35,0,8229
32,13920_36,0,9881
32,13930_32_35,27,30401
32,14220_32_35_36_37,2,33609072
32,14230_32_35,2,69777
32,14290_37_45,4,4812
32,14340_36,3,7006
32,14370_36,3,1
32,14380_36,5,86800
32,14400_36,3,10
32,14420_36,4,944
32,14580_37_44_45_98,5,6520
32,14710_32_35,26,4326868
32,14720_32_35,26,1329224
32,14730_32_37_44,37,242485
32,14730_36,38,741918
32,14740_32_37_44_45_98,33,209350
32,14740_36,9,498807
32,14760_36,31,42966
32,14800_36_37_44,410,502
32,14900_36,27,14
32,14950_35,7,1175
32,15040_32_35,10,4398
32,15060_37_44,27,62
32,15190_32_35_36_37,4,2873517
32,15230_32_35,20,64709
32,15240_35,61,70
32,15250_35,25,21
33,11110_32_35,7,377
33,11320_32_34_35,5,18310
33,11480_32,12,211
33,11480_34_35,13,2
33,13040_32_43_44_49,11,1145
33,13080_32_35,5,821784
33,13230_32_36_37_44_45,17,379557
33,13340_32_43_44,19,90
33,13380_36,81,39593
33,13390_36_37_98,19,1
33,13480_37_45_98,4,3079
33,13580_35_36,6,1425856
33,13670_32_44,5,2050
33,13710_32_36_37_45_98,4,614723
33,13780_37_44,5,50296
33,13830_32_35_36,6,7462
33,13900_35_36,15,6759072
33,13920_35,0,311
33,13920_36,0,230687
33,13930_32_35,27,68
33,14220_32_35_36_37,2,8059013
33,14230_32_35,2,191135
33,14290_37_45,4,23693
33,14340_36,3,905828
33,14340_37_98,5,57
33,14370_36,3,87
33,14380_36,5,1923033
33,14400_36,3,112
33,14420_36,4,4465
33,14580_37_44_45_98,5,12486
33,14670_36,24,20
33,14710_32_35,26,319790
33,14720_32_35,26,154389
33,14730_32_37_44,37,5387324
33,14730_36,38,3525737
33,14740_32_37_44_45_98,33,2770064
33,14740_36,9,1941322
33,14760_36,31,384581
33,14800_36_37_44,410,5927
33,14860_36,4,24
33,14900_36,27,256
33,14950_35,7,18
33,15060_37_44,27,91
33,15190_32_35_36_37,4,24644128
33,15230_32_35,20,106
34,13230_32_36_37_44_45,17,301366
34,13380_36,81,5065858
34,13390_36_37_98,19,363168
34,13480_37_45_98,4,1913
34,13580_35_36,6,37678
34,13710_32_36_37_45_98,4,5908
34,13900_35_36,15,8484863
34,13920_36,0,53998
34,14220_32_35_36_37,2,48877
34,14290_37_45,4,22147
34,14340_36,3,26964926
34,14340_37_98,5,11621626
34,14370_36,3,526562
34,14380_36,5,2371136
34,14390_36,0,173140
34,14400_36,3,96099
34,14420_36,4,4398431
34,14510_37_98,2,727130
34,14580_37_44_45_98,5,69442
34,14670_36,24,12461
34,14730_32_37_44,37,950621
34,14730_36,38,4203224
34,14730_45_46_47_98_99,53,552734
34,14740_32_37_44_45_98,33,70126
34,14740_36,9,180553
34,14760_36,31,3176824
34,14800_36_37_44,410,196255
34,14800_45_98,404,75703
34,14860_36,4,1265679
34,14900_36,27,1173453
34,14900_37_98,11,5582107
34,14950_36,3,3508
34,15060_37_44,27,36
34,15190_32_35_36_37,4,343544
35,11320_32_34_35,5,119
35,11480_32,12,8
35,13040_32_43_44_49,11,22080
35,13080_32_35,5,1785088
35,13080_38_43_44,5,1
35,13230_32_36_37_44_45,17,7718861
35,13340_32_43_44,19,2245
35,13380_36,81,122
35,13390_36_37_98,19,1378
35,13480_37_45_98,4,11560786
35,13580_35_36,6,7749
35,13640_32_44_49,5,2904
35,13670_32_44,5,31630
35,13710_32_36_37_45_98,4,45463542
35,13710_44,4,3649114
35,13780_37_44,5,2820386
35,13830_32_35_36,6,79
35,13900_35_36,15,813
35,14010_43_44_47_48_53,3,1
35,14220_32_35_36_37,2,210283
35,14230_32_35,2,415109
35,14280_37_44,3,1130537
35,14290_37_45,4,972903
