epa_value,bps_model,mfri_all,count
904,10540_13_14,15,2
904,10800_13_14,111,54483
904,10810_6_12_13_17,1978,17359
904,10820_14,406,6583
904,10820_4_13,399,23219
904,10870_4_6_12_13_14_15_17_24_25,329,23414176
904,10900_14,513,920468
904,10910_13_14,104,16
904,11030_6_7_12_13_16_17_23,50,1
904,11080_4_5_13_14_15_24_25,81,101
904,11090_14,1056,168665
904,11090_4_13,1284,3011345
904,11210_14,8,466806
904,11270_10_12_13_17_18,225,546
904,11350_13_14,119,8575
904,11530_6_10_12_13_17_18_19_21,1024,1
904,11540_13,68,1
904,11550_13_14,23,477799
904,11552_13_14_15,735,750762
905,10160_15_28,126,39
905,10190_13_14,157,169
905,10230_14_15_24_25,23,9561
905,10250_14_15_24_25_26,46,411
905,10540_13_14,15,581
905,10640_15_16_17_23_24_27_28,79,7255
905,10760_25,22,16
905,10770_15,347,77159
905,10770_25_26,160,370232
905,10780_15,282,8158
905,10780_16_23_24_25,77,23719
905,10800_13_14,111,137031
905,10810_15_16_23_24_28,616,4879
905,10820_12_15_16_17_23_24,815,35697
905,10820_14,406,1769560
905,10820_4_13,399,781
905,10870_4_6_12_13_14_15_17_24_25,329,5980929
905,10900_14,513,11890321
905,10910_13_14,104,3168
905,10910_15,355,1589621
905,10910_25,374,49601
905,10930_13_15_16_23_24_28,220,2127
905,10950_14,8,82255
905,10950_15,9,1930
905,10950_25,8,47811
905,11000_15,332,8250
905,11002_25,841,35665
905,11040_13_14_25,77,89708
905,11040_15,77,467293
905,11080_4_5_13_14_15_24_25,81,48849
905,11090_14,1056,755349
905,11090_15_25,1049,1208888
905,11090_4_13,1284,7
905,11150_15_16_23_24,64,10
905,11160_15_25,46,356
905,11210_14,8,65525
905,11210_15,8,140228
905,11210_25,82,26851
905,11220_25,65,22
905,11270_15,118,1501
905,11330_25,896,7
905,11350_13_14,119,493
905,11350_15_28,25,39
905,11350_25,25,23499
905,11550_13_14,23,232223
905,11550_15,75,7358
905,11550_25,225,44457
905,11552_13_14_15,735,963296
905,11590_25,62,1228
905,15040_25_27,10,43
906,10230_14_15_24_25,23,6739
906,10540_13_14,15,340
906,10640_15_16_17_23_24_27_28,79,1291
906,10770_15,347,7612
906,10770_25_26,160,1235259
906,10780_15,282,204
906,10780_16_23_24_25,77,22119
906,10800_13_14,111,129777
906,10820_12_15_16_17_23_24,815,93
906,10820_14,406,2084521
906,10820_4_13,399,3
906,10870_4_6_12_13_14_15_17_24_25,329,8664036
906,10900_14,513,6850899
906,10910_13_14,104,133191
906,10910_15,355,302560
906,10910_25,374,18565
906,10940_25,16,14
906,10950_14,8,1862987
906,10950_15,9,20
906,10950_25,8,4399
906,11000_15,332,443
906,11002_25,841,10735
906,11040_13_14_25,77,945
906,11040_15,77,8672
906,11080_4_5_13_14_15_24_25,81,8745
906,11090_14,1056,1137350
906,11090_15_25,1049,292531
906,11090_4_13,1284,8
906,11210_14,8,1039373
906,11210_15,8,12310
906,11210_25,82,34420
906,11330_25,896,63
906,11350_13_14,119,3548
906,11350_25,25,59852
906,11550_13_14,23,814679
906,11550_15,75,2898
906,11550_25,225,177549
906,11552_13_14_15,735,970381
906,11590_15,7,3
906,11590_25,62,1783
906,15040_25_27,10,1806
907,10870_4_6_12_13_14_15_17_24_25,329,750881
907,10900_14,513,65541
907,11080_4_5_13_14_15_24_25,81,5
907,11550_13_14,23,3318
907,11552_13_14_15,735,16749
908,10540_13_14,15,12
908,10820_14,406,630
908,10870_4_6_12_13_14_15_17_24_25,329,4353069
908,10900_14,513,1002122
908,10950_14,8,76580
908,11040_13_14_25,77,1095
908,11080_4_5_13_14_15_24_25,81,9837
908,11090_14,1056,293424
908,11210_14,8,615409
908,11550_13_14,23,224085
908,11552_13_14_15,735,84051
909,10540_13_14,15,1
909,10870_4_6_12_13_14_15_17_24_25,329,570004
909,10900_14,513,214613
909,10950_14,8,5732
909,11040_13_14_25,77,40
909,11080_4_5_13_14_15_24_25,81,598
909,11090_14,1056,292595
909,11210_14,8,462947
909,11550_13_14,23,450324
909,11552_13_14_15,735,42796
910,13020_65_66,983,208714
910,13620_51_63_64_65_66,48,1622
910,13660_51_63_64_65_66,153,6310
910,13730_65_66,1127,2033908
910,13740_64_65_66,580,348
910,13770_60_61_63_64_65_66,190,54
910,14750_41_50_51_63_64_65_66,59,10199
910,14770_63_64_65_66,144,22659
910,14940_63_65_66,792,20365
910,15260_64_65_66,1011,134193
911,13020_65_66,983,1871665
911,13440_66,214,3
911,13620_51_63_64_65_66,48,12456
911,13660_51_63_64_65_66,153,27825
911,13730_65_66,1127,5458436
911,13740_64_65_66,580,7785
911,13770_60_61_63_64_65_66,190,2032
911,14360_65_66,6,19
911,14720_64_65_66,165,25
911,14750_41_50_51_63_64_65_66,59,49279
911,14770_63_64_65_66,144,162214
911,14790_60_61_63_64_65_66,578,21
911,14900_65_66,508,16
911,14940_63_65_66,792,97317
911,15260_64_65_66,1011,546531
912,13020_65_66,983,2311711
912,13240_60_65_66,4,291
912,13440_66,214,13793
912,13620_51_63_64_65_66,48,89674
912,13660_51_63_64_65_66,153,747293
912,13690_60_61_63_64_65_66,14,146
912,13700_60_63_64_65_66,531,2213
912,13730_65_66,1127,6889967
912,13740_64_65_66,580,270
912,13770_60_61_63_64_65_66,190,21287
912,13890_64_66,916,618
912,14750_41_50_51_63_64_65_66,59,35008
912,14770_63_64_65_66,144,274853
912,14790_60_61_63_64_65_66,578,1235
912,14800_46_56_58_60_64_65_66,221,4
912,14900_65_66,508,24
912,14940_63_65_66,792,333540
912,15260_64_65_66,1011,1015685
913,13020_65_66,983,1163508
913,13440_66,214,3
913,13620_51_63_64_65_66,48,47279
913,13660_51_63_64_65_66,153,242589
913,13690_60_61_63_64_65_66,14,59
913,13730_65_66,1127,1736157
913,13740_64_65_66,580,129
913,13770_60_61_63_64_65_66,190,1223
913,14750_41_50_51_63_64_65_66,59,14903
913,14770_63_64_65_66,144,40027
913,14790_60_61_63_64_65_66,578,623
913,14940_63_65_66,792,48980
913,15260_64_65_66,1011,231374
914,13020_65_66,983,3065762
914,13240_60_65_66,4,22106
914,13440_66,214,622
914,13540_64_66,8,2486
914,13620_51_63_64_65_66,48,395245
914,13660_51_63_64_65_66,153,1664870
914,13690_60_61_63_64_65_66,14,12889
914,13700_60_63_64_65_66,531,21472
914,13730_65_66,1127,4241304
914,13740_64_65_66,580,1921
914,13770_60_61_63_64_65_66,190,34868
914,13890_64_66,916,515
914,14360_65_66,6,31783
914,14750_41_50_51_63_64_65_66,59,194788
914,14770_63_64_65_66,144,100885
914,14790_60_61_63_64_65_66,578,3859
914,14800_46_56_58_60_64_65_66,221,2231
914,14900_65_66,508,3234
914,14940_63_65_66,792,335391
914,15260_64_65_66,1011,742012
915,13020_65_66,983,83707
915,13240_60_65_66,4,14978
915,13540_64_66,8,373
915,13620_51_63_64_65_66,48,317534
915,13660_51_63_64_65_66,153,1264293
915,13690_60_61_63_64_65_66,14,14259
915,13700_60_63_64_65_66,531,740
915,13730_65_66,1127,863750
915,13740_64_65_66,580,2426
915,13770_60_61_63_64_65_66,190,47384
915,13890_64_66,916,714
915,14360_65_66,6,71154
915,14750_41_50_51_63_64_65_66,59,17762
915,14770_63_64_65_66,144,35102
915,14790_60_61_63_64_65_66,578,10815
915,14800_46_56_58_60_64_65_66,221,11023
915,14900_65_66,508,37173
915,14940_63_65_66,792,88456
915,15260_64_65_66,1011,153674
916,13020_65_66,983,21923
916,13240_60_65_66,4,444
916,13440_66,214,1256
916,13540_64_66,8,51
916,13620_51_63_64_65_66,48,21822
916,13660_51_63_64_65_66,153,247282
916,13690_60_61_63_64_65_66,14,122
916,13700_60_63_64_65_66,531,72
916,13730_65_66,1127,3927396
916,13740_64_65_66,580,383
916,13770_60_61_63_64_65_66,190,88246
916,13890_64_66,916,10179
916,14360_65_66,6,3192
916,14750_41_50_51_63_64_65_66,59,12387
916,14770_63_64_65_66,144,185168
916,14790_60_61_63_64_65_66,578,2597
916,14800_46_56_58_60_64_65_66,221,533
916,14900_65_66,508,25793
916,14940_63_65_66,792,166781
916,15260_64_65_66,1011,371259
917,13020_65_66,983,39938
917,13440_66,214,15
917,13620_51_63_64_65_66,48,23710
917,13660_51_63_64_65_66,153,234072
917,13690_60_61_63_64_65_66,14,55
917,13730_65_66,1127,1535149
917,13740_64_65_66,580,944
917,13770_60_61_63_64_65_66,190,895
917,14750_41_50_51_63_64_65_66,59,33956
917,14770_63_64_65_66,144,77740
917,14790_60_61_63_64_65_66,578,128
917,14900_65_66,508,72
917,14940_63_65_66,792,145928
917,15260_64_65_66,1011,351412
918,13020_63,2021,1952039
918,13030_62,6,671208
918,13100_41_62,13,24274
918,13100_52,13,102531
918,13110_52,9,9447
918,13130_49_52_62,465,733048
918,13690_60_61_63_64_65_66,14,7731
918,13700_53_61_62,529,554
918,13700_60_63_64_65_66,531,523408
918,13730_63_64,1053,1049
918,13940_52,5,80565
918,13950_41_42_43_49_52,5,10720
918,14110_49_51_52,24,46593
918,14710_47_48_53_54_57_59_60_61_63,80,101166
918,14710_49_52,59,31454
918,14710_51_62,58,112434
918,14720_61_62_63,166,169198
918,14750_41_50_51_63_64_65_66,59,68
918,14770_63_64_65_66,144,12193
918,14790_52_62,989,5928
918,14790_60_61_63_64_65_66,578,1309531
918,14810_41_50_51_63,989,681
918,14930_52_62,17,185
918,14940_63_65_66,792,30653
918,15180_43_47_49_52_62_63_64_65,993,189333
919,13020_64,2108,178968
919,13020_65_66,983,864874
919,13030_61_63_64_65_66,6,20
919,13240_60_65_66,4,3451
919,13540_64_66,8,207223
919,13620_51_63_64_65_66,48,435657
919,13660_51_63_64_65_66,153,1110438
919,13690_60_61_63_64_65_66,14,660171
919,13700_60_63_64_65_66,531,49995
919,13730_63_64,1053,15544
919,13730_65_66,1127,147123
919,13740_64_65_66,580,1980
919,13770_60_61_63_64_65_66,190,55077
919,13790_60_65,7,26
919,13890_64_66,916,4
919,14360_65_66,6,7550
919,14710_64_65,80,11980
919,14720_64_65_66,165,129138
919,14750_41_50_51_63_64_65_66,59,335184
919,14770_63_64_65_66,144,14581
919,14790_60_61_63_64_65_66,578,156595
919,14800_46_56_58_60_64_65_66,221,36
919,14900_65_66,508,2
919,14940_63_65_66,792,52270
919,14940_64,794,1418
919,15180_43_47_49_52_62_63_64_65,993,11419
919,15260_64_65_66,1011,610196
920,13020_63,2021,6056064
920,13020_64,2108,1041935
920,13030_61_63_64_65_66,6,7
920,13540_64_66,8,11207
920,13620_51_63_64_65_66,48,230203
920,13660_51_63_64_65_66,153,219300
920,13690_60_61_63_64_65_66,14,489870
920,13700_60_63_64_65_66,531,1612551
920,13730_63_64,1053,2502
920,13740_64_65_66,580,13
920,13770_60_61_63_64_65_66,190,4828
920,14000_64,4,10
920,14090_50_64,387,13503
920,14710_47_48_53_54_57_59_60_61_63,80,844951
920,14710_64_65,80,554065
920,14720_61_62_63,166,506853
920,14720_64_65_66,165,139980
920,14750_41_50_51_63_64_65_66,59,288663
920,14770_63_64_65_66,144,43942
920,14790_60_61_63_64_65_66,578,3149153
920,14810_41_50_51_63,989,8715
920,14940_63_65_66,792,155238
920,14940_64,794,2173
920,15180_43_47_49_52_62_63_64_65,993,603723
920,15260_64_65_66,1011,11403
921,13020_64,2108,1229870
921,13540_64_66,8,28217
921,13620_51_63_64_65_66,48,519703
921,13660_51_63_64_65_66,153,309580
921,13690_60_61_63_64_65_66,14,284199
921,13730_63_64,1053,14297
921,13740_64_65_66,580,235
921,14710_64_65,80,66050
921,14720_64_65_66,165,191024
921,14750_41_50_51_63_64_65_66,59,1058996
921,14770_63_64_65_66,144,3848
921,14790_60_61_63_64_65_66,578,29493
921,14940_64,794,628
921,15180_43_47_49_52_62_63_64_65,993,512349
921,15260_64_65_66,1011,81124
922,13020_64,2108,1254129
922,13540_64_66,8,16809
922,13620_51_63_64_65_66,48,792433
922,13660_51_63_64_65_66,153,591528
922,13690_60_61_63_64_65_66,14,40294
922,13700_60_63_64_65_66,531,4522
922,13730_63_64,1053,59808
922,13740_64_65_66,580,2493
922,13770_60_61_63_64_65_66,190,54
922,14710_64_65,80,149489
922,14720_64_65_66,165,306557
922,14750_41_50_51_63_64_65_66,59,330978
922,14770_63_64_65_66,144,7473
922,14790_60_61_63_64_65_66,578,2216
922,14940_64,794,630
922,15180_43_47_49_52_62_63_64_65,993,306360
922,15260_64_65_66,1011,16823
923,13020_64,2108,1848656
923,13030_61_63_64_65_66,6,961
923,13540_64_66,8,14238
923,13620_51_63_64_65_66,48,335666
923,13660_51_63_64_65_66,153,2063276
923,13690_60_61_63_64_65_66,14,245838
923,13700_60_63_64_65_66,531,888058
923,13730_63_64,1053,11616
923,13740_64_65_66,580,1483
923,13770_60_61_63_64_65_66,190,85424
923,14710_64_65,80,395454
923,14720_64_65_66,165,454281
923,14750_41_50_51_63_64_65_66,59,30566
923,14770_63_64_65_66,144,7519
923,14790_60_61_63_64_65_66,578,13233
923,14940_64,794,4565
923,15180_43_47_49_52_62_63_64_65,993,1934
923,15260_64_65_66,1011,21188
924,13020_65_66,983,8770
924,13240_60_65_66,4,2060867
924,13550_60_65,8,714903
924,13660_51_63_64_65_66,153,993
924,13690_60_61_63_64_65_66,14,100039
924,13700_60_63_64_65_66,531,16562
924,13730_65_66,1127,1
924,13770_60_61_63_64_65_66,190,3
924,13790_60_65,7,4689
924,14360_65_66,6,78442
924,14720_64_65_66,165,1480
924,14770_63_64_65_66,144,3
924,14790_60_61_63_64_65_66,578,356611
924,14800_46_56_58_60_64_65_66,221,294544
924,14900_65_66,508,119910
924,14940_63_65_66,792,22109
924,15180_43_47_49_52_62_63_64_65,993,72797
925,13030_60,4,19852
925,13160_60,41,12
925,13240_60_65_66,4,1240626
925,13430_58_60,36,169421
925,13550_60_65,8,3728618
925,13680_46_48_54_57_59_60_61,5,381
925,13690_60_61_63_64_65_66,14,8703
925,13700_60_63_64_65_66,531,714
925,13770_60_61_63_64_65_66,190,897
925,13790_60_65,7,5149
925,14000_60_61,4,332
925,14360_60,5,2865
925,14710_47_48_53_54_57_59_60_61_63,80,39
925,14720_53_54_57_59_60,168,48
925,14730_55_58_60,54,67
925,14740_46_47_48_55_56_58_60_99,68,22995
925,14790_60_61_63_64_65_66,578,862
925,14800_46_56_58_60_64_65_66,221,788742
925,14900_60,5,14512
926,13030_60,4,711
926,13030_61_63_64_65_66,6,30
926,13240_60_65_66,4,297948
926,13430_58_60,36,24849
926,13550_60_65,8,190055
926,13660_51_63_64_65_66,153,28
926,13690_60_61_63_64_65_66,14,4075
926,13700_60_63_64_65_66,531,33175
926,13790_60_65,7,27033
926,14360_60,5,48992
926,14360_65_66,6,51743
926,14720_64_65_66,165,10998
926,14730_55_58_60,54,2
926,14740_46_47_48_55_56_58_60_99,68,3
926,14790_60_61_63_64_65_66,578,15920
926,14800_46_56_58_60_64_65_66,221,120587
926,14900_60,5,323785
926,14900_65_66,508,78888
926,14940_63_65_66,792,42458
926,15180_43_47_49_52_62_63_64_65,993,108066
927,13030_60,4,178306
927,13160_60,41,31
927,13240_60_65_66,4,1457967
927,13430_58_60,36,1513368
927,13520_53_54_57_59_60_61,5,1
927,13550_60_65,8,269719
927,13680_46_48_54_57_59_60_61,5,763
927,13690_60_61_63_64_65_66,14,21028
927,13700_60_63_64_65_66,531,3282
927,13770_60_61_63_64_65_66,190,266
927,13790_60_65,7,4803
927,14000_60_61,4,735
927,14360_60,5,15180
927,14710_47_48_53_54_57_59_60_61_63,80,7177
927,14720_53_54_57_59_60,168,261
927,14730_55_58_60,54,893
927,14740_46_47_48_55_56_58_60_99,68,49231
927,14790_60_61_63_64_65_66,578,2581
927,14800_46_56_58_60_64_65_66,221,434038
927,14900_60,5,7017
928,10140_4_5,8,58541
928,10920_4,150,231193
928,10960_4,124,237
928,10970_4_5,79,9609
928,10990_4,81,4
928,11050_4_5,50,1
928,11100_4,51,49511
928,11120_4_5,11,501
928,11130_4,13,5370
928,11180_4,16,20421
928,11290_4_5,4,14824
928,11520_4_5,43,33482
928,11630_3_4_5,11,1727
928,11770_4,36,5
929,10140_4_5,8,19423
929,10820_4_13,399,26
929,10920_4,150,738315
929,10970_4_5,79,1333
929,11050_4_5,50,4
929,11080_4_5_13_14_15_24_25,81,11
929,11100_4,51,16767
929,11120_4_5,11,1196
929,11130_4,13,2229
929,11140_4_5,12,49
929,11180_4,16,34741
929,11290_4_5,4,1080
929,11520_4_5,43,88000
929,11630_3_4_5,11,17520
930,10140_4_5,8,170721
930,10190_4,203,84
930,10270_4_5_6,11,655
930,10820_4_13,399,384
930,10920_4,150,1750247
930,10960_4,124,2448
930,10970_4_5,79,168520
930,10980_4,39,612
930,10990_4,81,32
930,11050_4_5,50,881
930,11080_4_5_13_14_15_24_25,81,124
930,11100_4,51,814667
930,11120_4_5,11,5471
930,11130_4,13,15411
930,11140_4_5,12,288
930,11180_4,16,409197
930,11280_2_3_4,110,1
930,11290_4_5,4,6702
930,11300_3_4,7,99
930,11520_4_5,43,183988
930,11550_4,23,1
930,11630_3_4_5,11,195
930,11770_4,36,38
931,10140_4_5,8,6883
931,10270_4_5_6,11,16
931,10820_4_13,399,3
931,10920_4,150,3414717
931,10970_4_5,79,3977
931,11050_4_5,50,30
931,11080_4_5_13_14_15_24_25,81,9
931,11100_4,51,213469
931,11120_4_5,11,23
931,11130_4,13,3969
931,11180_4,16,46434
931,11290_4_5,4,6796
931,11520_4_5,43,107811
931,11550_4,23,4
931,11630_3_4_5,11,11214
932,10140_4_5,8,123
932,10920_4,150,966457
932,10960_4,124,41421
932,10970_4_5,79,899
932,11050_4_5,50,84
932,11100_4,51,122643
932,11130_4,13,367
932,11180_4,16,30249
932,11290_4_5,4,9897
932,11520_4_5,43,88070
932,11630_3_4_5,11,16053
932,11770_4,36,2
933,10140_4_5,8,2435
933,10820_4_13,399,1037
933,10920_4,150,2003174
933,10960_4,124,1775
933,10970_4_5,79,17028
933,11050_4_5,50,171
933,11080_4_5_13_14_15_24_25,81,6
933,11100_4,51,152003
933,11120_4_5,11,6
933,11130_4,13,322
933,11180_4,16,165124
933,11290_4_5,4,23547
933,11520_4_5,43,175141
934,10140_4_5,8,35419
934,10190_4,203,12
934,10270_4_5_6,11,2235
934,10280_4_6_7_12,17,8
934,10820_4_13,399,3552
934,10920_4,150,652035
934,10960_4,124,45
934,10970_4_5,79,140855
934,10980_4,39,41
934,10990_4,81,60
934,11050_4_5,50,64
934,11080_4_5_13_14_15_24_25,81,239
934,11100_4,51,1581253
934,11120_4_5,11,17
934,11130_4,13,4720
934,11140_4_5,12,697
934,11180_4,16,228479
934,11290_4_5,4,5022
934,11520_4_5,43,175366
934,11550_4,23,14
935,10140_4_5,8,2637
935,10190_4,203,177
935,10270_4_5_6,11,6749
935,10820_4_13,399,39031
935,10870_4_6_12_13_14_15_17_24_25,329,58
935,10920_4,150,1232
935,10970_4_5,79,4984
935,10990_4,81,540
935,11050_4_5,50,39
935,11080_4_5_13_14_15_24_25,81,32513
935,11100_4,51,461615
935,11130_4,13,55
935,11140_4_5,12,1
935,11180_4,16,12554
935,11520_4_5,43,19697
935,11550_4,23,98
936,10140_4_5,8,3224
936,10270_4_5_6,11,205
936,10290_2_3_4_5_6_7_12,8,138
936,10920_4,150,394377
936,10970_4_5,79,27806
936,10980_4,39,1204
936,10990_4,81,2
936,11100_4,51,14313
936,11120_4_5,11,103
936,11130_4,13,24983
936,11140_4_5,12,1
936,11180_4,16,46647
936,11280_2_3_4,110,12
936,11290_4_5,4,9200
936,11300_3_4,7,1
936,11520_4_5,43,17815
936,11630_3_4_5,11,221
936,11770_4,36,1507
937,10140_4_5,8,1241
937,10270_4_5_6,11,475
937,10920_4,150,188523
937,10960_4,124,13313
937,10970_4_5,79,97197
937,10980_4,39,15275
937,11100_4,51,792
937,11120_4_5,11,537
937,11130_4,13,9870
937,11180_4,16,51978
937,11280_2_3_4,110,42
937,11290_4_5,4,4974
937,11300_3_4,7,88
937,11310_2_3_4,2,8
937,11520_4_5,43,26716
937,11630_3_4_5,11,189
937,11770_4,36,1510
938,10140_4_5,8,1466
938,10190_4,203,80
938,10270_4_5_6,11,447
938,10280_4_6_7_12,17,4
938,10290_2_3_4_5_6_7_12,8,1
938,10820_4_13,399,76967
938,10870_4_6_12_13_14_15_17_24_25,329,117650
938,10920_4,150,2401133
938,10970_4_5,79,5343
938,11050_4_5,50,586
938,11080_4_5_13_14_15_24_25,81,2299
938,11100_4,51,319339
938,11120_4_5,11,21
938,11130_4,13,109
938,11140_4_5,12,47
938,11180_4,16,35163
938,11290_4_5,4,6769
938,11520_4_5,43,85876
938,11550_4,23,23
939,10140_4_5,8,578
939,10190_4,203,18
939,10270_4_5_6,11,408
939,10820_4_13,399,125517
939,10870_4_6_12_13_14_15_17_24_25,329,11460
939,10920_4,150,936603
939,10970_4_5,79,38498
939,10990_4,81,2
939,11050_4_5,50,75
939,11080_4_5_13_14_15_24_25,81,1656
939,11100_4,51,670414
939,11120_4_5,11,1
939,11130_4,13,200
939,11140_4_5,12,15
939,11180_4,16,10604
939,11280_2_3_4,110,7
939,11290_4_5,4,2553
939,11310_2_3_4,2,1
939,11520_4_5,43,42980
940,10140_4_5,8,64009
940,10190_4,203,14
940,10270_4_5_6,11,4406
940,10820_4_13,399,6258
940,10920_4,150,294777
940,10960_4,124,946
940,10970_4_5,79,111983
940,10980_4,39,2363
940,11050_4_5,50,14
940,11080_4_5_13_14_15_24_25,81,8
940,11100_4,51,450324
940,11120_4_5,11,16
940,11130_4,13,8650
940,11180_4,16,172842
940,11290_4_5,4,5399
940,11520_4_5,43,74990
941,10140_4_5,8,1429297
941,10190_4,203,3297
941,10270_4_5_6,11,124506
941,10280_4_6_7_12,17,389
941,10290_2_3_4_5_6_7_12,8,124
941,10300_2_3_4_5_6_7,10,67
941,10310_2_3_4_5_6_12,9,3
941,10820_4_13,399,7689
941,10870_4_6_12_13_14_15_17_24_25,329,25
941,10920_4,150,37749
941,10960_4,124,1010
941,10970_4_5,79,342977
941,10980_4,39,32
941,11050_4_5,50,253430
941,11080_4_5_13_14_15_24_25,81,209970
941,11100_4,51,990760
941,11120_4_5,11,1083
941,11130_4,13,21463
941,11140_4_5,12,139507
941,11180_4,16,124656
941,11280_2_3_4,110,13
941,11290_4_5,4,551
941,11520_4_5,43,270181
942,10140_4_5,8,63544
942,10190_4,203,43
942,10270_4_5_6,11,92637
942,10280_4_6_7_12,17,11750
942,10290_2_3_4_5_6_7_12,8,22
942,10300_2_3_4_5_6_7,10,47
942,10310_2_3_4_5_6_12,9,2751
942,10820_4_13,399,51
942,10870_4_6_12_13_14_15_17_24_25,329,1
942,10920_4,150,5
942,10970_4_5,79,1455
942,10980_4,39,2898
942,11050_4_5,50,111
942,11080_4_5_13_14_15_24_25,81,11948
942,11100_4,51,5328
942,11140_4_5,12,23
942,11180_4,16,52916
942,11520_4_5,43,17686
943,10140_4_5,8,84470
943,10190_13_14,157,2556
943,10190_4,203,145405
943,10270_4_5_6,11,85191
943,10280_4_6_7_12,17,21411
943,10290_2_3_4_5_6_7_12,8,125
943,10300_2_3_4_5_6_7,10,93
943,10310_2_3_4_5_6_12,9,6800
943,10790_13,87,135
943,10800_13_14,111,948
943,10820_4_13,399,365945
943,10870_4_6_12_13_14_15_17_24_25,329,27510
943,10910_13_14,104,33215
943,10920_4,150,812
943,10970_4_5,79,28775
943,10980_4,39,43
943,11050_4_5,50,2296
943,11080_4_5_13_14_15_24_25,81,401356
943,11090_4_13,1284,13
943,11100_4,51,273853
943,11120_4_5,11,1585
943,11130_4,13,191
943,11140_4_5,12,244
943,11180_4,16,39164
943,11350_13_14,119,22
943,11520_4_5,43,18073
943,11540_13,68,89
943,11550_13_14,23,258
943,11550_4,23,26
943,11552_13_14_15,735,12570
944,10140_4_5,8,6
944,10270_4_5_6,11,236
944,10280_4_6_7_12,17,30050
944,10290_2_3_4_5_6_7_12,8,2
